id,VENTAS_MES_ANTERIOR,POTTOT,REMUNERACION_TOTAL,CYG,COD_DEPTO,CPAM,GRUPOS4,ANOS_ESPACIO,OLA
478432311,575000,0.0,0.0,37000,70,1,3,5,2019
478432412,1200000,1.0,0.0,560000,70,1,4,1,2019
478435711,3000000,0.0,0.0,1100000,70,1,3,5,2019
4784364110,1820000,0.0,0.0,20000,70,1,4,5,2019
478436611,2500000,0.0,0.0,1560000,70,1,3,5,2019
478442313,200000,0.0,0.0,93000,70,1,4,3,2019
478445414,1500000,0.0,0.0,805000,73,1,3,5,2019
478445411,1500000,0.0,0.0,800000,73,1,3,5,2019
478458711,850000,0.0,0.0,460000,76,1,3,2,2019
478462011,500000,0.0,0.0,360000,76,1,3,5,2019
478474811,1500000,0.0,0.0,442000,88,1,3,5,2019
478508411,150000,0.0,0.0,0,23,0,3,5,2019
478514611,2500000,1.0,0.0,1842000,5,1,4,3,2019
478523111,550000,0.0,0.0,459000,15,1,3,5,2019
478534111,3450000,2.0,0.0,2610000,20,1,4,1,2019
478534413,3000000,3.0,2250000.0,2170000,20,1,4,2,2019
478561911,975000,0.0,0.0,557500,54,1,3,3,2019
478564912,2000000,1.0,0.0,1315000,63,1,4,5,2019
478570411,7500000,2.0,1906000.0,4030000,66,1,4,5,2019
478572211,400000,0.0,0.0,123000,66,1,3,5,2019
478572812,1560000,0.0,0.0,772000,66,1,3,4,2019
478575711,390000,0.0,0.0,148000,66,1,4,4,2019
478578911,1350000,0.0,0.0,575000,68,1,4,5,2019
478580811,2050000,0.0,0.0,155000,70,1,4,4,2019
478587012,2220000,0.0,0.0,1794437,76,1,2,1,2019
478588111,24500000,0.0,0.0,7547000,88,1,4,5,2019
478609712,11000000,2.0,0.0,2090000,15,1,3,5,2019
478611811,450000,0.0,0.0,350000,15,1,3,5,2019
478624411,360000,0.0,0.0,240000,19,1,4,1,2019
478631313,400000,0.0,0.0,360000,23,1,4,2,2019
478642612,1300000,0.0,0.0,1120000,44,1,3,5,2019
478654813,420000,0.0,0.0,250000,50,1,3,5,2019
478664411,1600000,0.0,0.0,720000,52,1,3,5,2019
478689512,2800000,1.0,260000.0,2200000,70,1,4,4,2019
478690012,2500000,0.0,0.0,2290000,70,1,4,1,2019
478715815,900000,0.0,0.0,540000,13,1,3,1,2019
478717612,850000,0.0,0.0,810000,20,1,4,2,2019
478721513,920000,0.0,0.0,254000,76,0,4,2,2019
478730811,720000,0.0,0.0,710000,5,0,4,2,2019
478736915,1500000,0.0,0.0,200000,5,1,3,5,2019
478747511,5050000,1.0,370000.0,5050000,5,1,4,3,2019
478749911,1200000,0.0,0.0,780000,5,1,4,5,2019
4787567117,3800000,0.0,0.0,1845000,8,1,3,1,2019
478759014,2500000,0.0,0.0,1935000,8,1,3,4,2019
478759611,3500000,0.0,0.0,2844000,8,1,3,2,2019
478781512,480000,0.0,0.0,290000,11,1,3,1,2019
478787811,1500000,0.0,0.0,2000000,11,1,3,5,2019
478802912,280000,0.0,0.0,100000,13,1,3,5,2019
478808311,3200000,3.0,720000.0,1260000,13,1,4,4,2019
478808611,1800000,0.0,0.0,220000,13,1,3,5,2019
478824412,1300000,0.0,0.0,253000,17,1,3,5,2019
478834712,975000,0.0,0.0,340000,18,1,4,5,2019
478852113,1800000,1.0,300000.0,815000,23,1,3,4,2019
478852811,11700000,1.0,0.0,6300000,23,1,4,5,2019
478860412,600000,0.0,0.0,180000,23,1,3,1,2019
478879315,550000,0.0,0.0,201000,41,1,3,5,2019
478880111,150000,0.0,0.0,103000,41,1,4,5,2019
478882612,900000,0.0,0.0,832000,41,1,4,2,2019
478894111,300000,0.0,0.0,30000,44,1,4,3,2019
478894211,3080000,0.0,0.0,2800000,44,1,3,2,2019
478902111,90000,0.0,0.0,91200,47,1,2,1,2019
478905118,400000,0.0,0.0,140000,47,1,4,5,2019
478906311,1000000,0.0,0.0,620000,47,1,3,5,2019
478906312,1500000,0.0,0.0,1060000,47,1,3,5,2019
478906313,1200000,0.0,0.0,730000,47,1,3,5,2019
478908711,1700000,0.0,0.0,750000,47,1,3,5,2019
478912315,1500000,0.0,0.0,800000,50,1,4,2,2019
478922411,800000,0.0,0.0,655000,52,1,4,1,2019
478934212,400000,0.0,0.0,205000,54,1,4,1,2019
478948313,80000,0.0,0.0,60000,68,1,3,2,2019
478965611,750000,0.0,0.0,508000,70,1,3,5,2019
478969221,780000,1.0,0.0,340000,73,1,4,3,2019
478970712,300000,0.0,0.0,125000,73,1,4,1,2019
478984911,1300000,0.0,0.0,838000,76,1,4,5,2019
478985811,1188000,0.0,0.0,544000,76,1,4,5,2019
478991911,3500000,0.0,0.0,2030000,88,1,4,5,2019
478994811,6000000,0.0,0.0,272000,88,1,4,5,2019
478995811,800000,0.0,0.0,47000,88,1,3,2,2019
479018511,2000000,0.0,0.0,1000000,5,1,3,5,2019
479066911,2400000,1.0,450000.0,1000000,25,0,3,5,2019
479066912,240000,1.0,500000.0,150000,25,0,3,5,2019
479081511,4106643,0.0,0.0,2615163,27,0,2,5,2019
479082011,800000,0.0,0.0,349734,27,0,4,5,2019
479088311,917043,1.0,0.0,783050,27,0,3,1,2019
479104011,672000,0.0,0.0,198000,44,0,3,5,2019
479107711,104000,0.0,0.0,58000,44,0,2,5,2019
479107911,110000,0.0,0.0,35000,44,0,2,5,2019
479116712,940000,1.0,0.0,501500,52,0,4,2,2019
479120011,480000,1.0,0.0,65000,52,0,4,3,2019
479158211,1800000,0.0,0.0,1600000,5,1,3,4,2019
479177911,1600000,1.0,0.0,1220000,17,1,2,5,2019
479183811,700000,0.0,0.0,260000,19,1,4,1,2019
479185512,600000,0.0,0.0,157500,19,1,4,5,2019
479210911,850000,0.0,0.0,300000,50,1,4,1,2019
479220915,1500000,2.0,500000.0,750000,52,1,3,2,2019
479221413,400000,0.0,0.0,48500,52,1,4,5,2019
479222712,1600000,0.0,0.0,1030000,52,1,3,5,2019
479225811,10500000,0.0,120000.0,5030000,52,1,3,2,2019
479230011,1040000,0.0,0.0,893200,54,1,3,2,2019
479235312,720000,0.0,0.0,257600,63,1,4,3,2019
479243611,1300000,0.0,97000.0,400000,66,1,3,2,2019
479254912,2000000,1.0,0.0,1300000,68,1,4,5,2019
479256611,28000,0.0,0.0,5000,68,1,4,2,2019
479257611,130000,0.0,0.0,40000,68,1,4,1,2019
479260512,850000,0.0,0.0,825000,73,1,3,5,2019
479285512,1200000,0.0,0.0,840000,5,0,4,2,2019
479315513,900000,0.0,0.0,520000,5,1,3,5,2019
479315611,1200000,0.0,0.0,1000000,5,1,3,5,2019
479353211,700000,0.0,0.0,590000,11,1,4,1,2019
479370711,600000,0.0,0.0,120000,13,1,4,5,2019
479392415,1600000,0.0,0.0,1560000,17,1,3,2,2019
479410811,1350000,1.0,300000.0,248000,18,1,4,5,2019
479422211,3700000,1.0,520000.0,1425000,19,1,3,1,2019
479425115,80000,0.0,0.0,54000,19,1,3,5,2019
479436312,1200000,0.0,0.0,750000,20,1,3,4,2019
479452011,4000000,0.0,0.0,2300000,23,1,3,5,2019
479472013,2000000,0.0,0.0,1022000,41,1,4,5,2019
479472212,600000,0.0,0.0,200000,41,1,3,5,2019
479488011,600000,0.0,0.0,1730000,44,1,3,2,2019
479499911,900000,0.0,0.0,80000,47,1,4,5,2019
479505911,900000,0.0,0.0,380000,47,1,4,4,2019
479514712,1200000,0.0,0.0,800000,50,1,4,2,2019
479520114,800000,0.0,0.0,666000,52,1,4,4,2019
479521811,1000000,0.0,0.0,400000,52,1,3,5,2019
479532311,1300000,0.0,0.0,975000,54,1,4,5,2019
479534611,3720000,0.0,0.0,3472000,54,1,3,1,2019
479535613,300000,0.0,0.0,266000,54,1,3,5,2019
479535611,500000,0.0,0.0,480000,54,1,3,5,2019
479539211,1500000,0.0,0.0,1156000,54,1,3,5,2019
479545312,200000,0.0,0.0,150000,63,1,3,4,2019
479547611,1800000,1.0,0.0,1240000,66,1,4,5,2019
479555912,400000,0.0,0.0,160000,68,1,4,1,2019
479556811,1248000,0.0,0.0,995000,68,1,4,4,2019
479556912,50000,0.0,0.0,40000,68,1,4,1,2019
479565114,1500000,0.0,0.0,1470000,70,1,3,5,2019
479566413,1600000,0.0,0.0,1167000,70,1,3,1,2019
479569611,600000,0.0,0.0,270000,70,1,4,5,2019
479570111,600000,0.0,0.0,180000,70,1,4,5,2019
479570913,4800000,0.0,0.0,1060000,70,1,3,5,2019
479578312,270000,0.0,0.0,110000,70,1,3,3,2019
479579111,2000000,1.0,0.0,1120000,70,1,4,5,2019
479593611,650000,2.0,0.0,450000,73,1,4,2,2019
479603711,600000,0.0,0.0,210000,76,1,3,1,2019
479605412,2250000,0.0,0.0,596000,76,1,4,2,2019
479607012,2100000,2.0,600000.0,1550000,76,1,4,2,2019
479615311,2000000,1.0,0.0,673000,88,1,4,5,2019
479615412,900000,0.0,0.0,28000,88,1,4,4,2019
479666712,140000,1.0,0.0,100000,66,0,3,2,2019
479668711,420000,0.0,0.0,300000,66,0,3,5,2019
479676511,3770000,1.0,260000.0,3007000,20,1,4,1,2019
479710611,200000,0.0,0.0,145000,25,0,4,1,2019
479726614,800000,1.0,0.0,717000,44,0,4,1,2019
479788611,250000,0.0,0.0,180000,68,0,3,5,2019
479795312,1005000,0.0,0.0,158500,68,0,4,3,2019
479799411,1950000,1.0,0.0,900000,70,0,2,2,2019
479845411,1080000,0.0,0.0,1081400,17,0,4,5,2019
479899911,600000,0.0,0.0,490000,17,1,3,5,2019
479908212,4000000,1.0,450000.0,3435000,19,1,4,2,2019
479908911,350000,0.0,0.0,295000,19,1,4,1,2019
479913212,300000,0.0,0.0,70000,23,1,4,5,2019
479928211,700000,0.0,0.0,230000,47,1,4,5,2019
479930511,800000,0.0,100000.0,250000,47,1,3,3,2019
479934611,3000000,0.0,0.0,1600000,50,1,4,5,2019
479935211,7000000,0.0,50000.0,5200000,50,1,3,5,2019
479937611,1400000,0.0,0.0,195000,50,1,4,5,2019
479942612,1200000,0.0,0.0,826000,52,1,3,5,2019
479944412,380000,0.0,0.0,300000,52,1,3,5,2019
479944611,1700000,1.0,0.0,712000,52,1,3,5,2019
479951411,450000,0.0,0.0,400000,54,1,4,5,2019
479954911,2500000,0.0,0.0,1530000,54,1,3,5,2019
479955211,250000,1.0,0.0,180000,54,1,3,5,2019
479955311,700000,1.0,0.0,150000,54,1,3,5,2019
479958011,760000,0.0,0.0,660000,63,1,4,3,2019
479962412,3150000,1.0,100000.0,1670000,63,1,4,5,2019
479967811,1100000,0.0,0.0,210000,66,1,3,5,2019
479969911,5000000,1.0,0.0,2303000,66,1,4,2,2019
479974413,1800000,0.0,0.0,1515000,68,1,4,5,2019
479991112,800000,0.0,0.0,419000,76,1,4,5,2019
479991311,800000,0.0,0.0,480000,76,1,4,5,2019
480013111,200000,0.0,0.0,135000,41,0,2,1,2019
480056412,2000000,1.0,0.0,470000,76,0,4,1,2019
480061413,1000000,1.0,0.0,380000,76,0,3,1,2019
480066811,4000000,0.0,0.0,3090000,8,0,3,5,2019
480074112,900000,1.0,0.0,790000,8,0,4,5,2019
480082611,600000,0.0,0.0,400000,18,0,4,2,2019
480087811,750000,2.0,40000.0,148000,18,0,3,2,2019
480093211,6500000,5.0,2200000.0,3760000,5,1,4,5,2019
480112611,300000,0.0,0.0,150000,8,1,4,5,2019
480113111,2000000,0.0,0.0,1032000,8,1,4,4,2019
480120613,800000,0.0,0.0,250000,8,1,3,1,2019
480124414,6000000,2.0,650000.0,5020000,8,1,3,2,2019
480137111,500000,0.0,0.0,438000,11,1,3,2,2019
480149312,180000,0.0,0.0,133000,13,1,4,4,2019
480174511,650000,0.0,0.0,2000,17,1,4,5,2019
480195711,1200000,0.0,0.0,920000,18,1,3,3,2019
480210511,6900000,0.0,0.0,4500000,20,1,3,1,2019
480215712,2500000,1.0,300000.0,1700000,20,1,4,2,2019
480217511,1100000,1.0,0.0,360000,20,1,3,5,2019
480218611,1680000,0.0,0.0,1229000,20,1,2,1,2019
480223112,7000000,1.0,750000.0,5800000,23,1,3,2,2019
480224311,60000,0.0,0.0,34000,23,1,4,2,2019
480233511,1300000,0.0,0.0,1020000,23,1,4,5,2019
480251611,220000,0.0,0.0,145000,41,1,3,2,2019
480280212,400000,0.0,0.0,210000,47,1,3,2,2019
480286311,1500000,0.0,0.0,1260000,47,1,4,4,2019
480292011,29000000,4.0,0.0,26600000,47,1,3,5,2019
480315911,780000,0.0,0.0,159200,54,1,4,5,2019
480317215,2310000,3.0,480000.0,1300000,63,1,4,2,2019
480346811,3900000,1.0,0.0,2732000,70,1,4,3,2019
480347912,3200000,2.0,600000.0,2640000,70,1,4,5,2019
480351611,1200000,0.0,0.0,200000,70,1,4,5,2019
480354211,3000000,0.0,0.0,548000,70,1,3,5,2019
480357014,400000,0.0,0.0,150000,70,1,4,4,2019
480357816,300000,0.0,0.0,144000,70,1,3,3,2019
480358111,700000,0.0,0.0,800000,70,1,3,2,2019
480359316,160000,0.0,0.0,78000,73,1,4,1,2019
480373211,1220000,0.0,0.0,770000,76,1,4,2,2019
480376911,1050000,1.0,0.0,600000,76,1,4,5,2019
480383811,12000000,0.0,0.0,9000000,88,1,3,5,2019
480439113,200000,0.0,0.0,140000,63,1,4,2,2019
480441411,400000,0.0,0.0,200000,13,1,3,5,2019
480456612,889181,0.0,0.0,409608,5,1,4,5,2019
480460012,650000,0.0,0.0,620000,5,1,3,4,2019
480462012,1500000,1.0,500000.0,1000000,5,1,3,5,2019
480474813,6000000,0.0,0.0,5000000,5,1,3,5,2019
480479514,7000000,2.0,300000.0,4695000,8,1,4,1,2019
480479813,10000000,0.0,0.0,5000000,8,1,3,5,2019
480487611,1000000,0.0,0.0,200000,8,1,3,5,2019
480491711,2180000,0.0,0.0,355000,8,1,4,5,2019
480492114,800000,1.0,0.0,490000,8,1,4,3,2019
480518712,8550000,3.0,1160000.0,4640000,13,1,4,2,2019
480520911,1600000,0.0,0.0,850000,13,1,2,5,2019
480520915,1600000,0.0,0.0,820000,13,1,4,4,2019
480523611,420000,0.0,0.0,210000,13,1,4,3,2019
480523711,780000,0.0,0.0,300000,13,1,4,5,2019
480534921,400000,0.0,0.0,297000,15,1,3,2,2019
480555511,3000000,0.0,0.0,2410000,17,1,3,5,2019
480602611,2700000,0.0,0.0,2000000,20,1,3,5,2019
480607811,250000,1.0,0.0,85000,23,1,4,5,2019
480616611,2080000,1.0,0.0,1107000,23,1,4,1,2019
480646111,40000,0.0,0.0,40000,41,1,3,2,2019
480654511,5100000,0.0,0.0,4800000,44,1,3,4,2019
480659211,2200000,0.0,0.0,1628500,44,1,3,5,2019
480666511,1800000,1.0,530000.0,51000,47,1,4,5,2019
480676412,900000,0.0,0.0,475000,47,1,4,1,2019
480679414,900000,0.0,0.0,300000,47,1,3,2,2019
480680116,1400000,0.0,0.0,750000,47,1,4,1,2019
480680411,3400000,0.0,0.0,2910000,47,1,4,5,2019
480689711,1500000,0.0,0.0,1000000,50,1,3,1,2019
480723911,1300000,0.0,0.0,900000,54,1,3,1,2019
480725814,300000,0.0,0.0,256800,54,1,3,2,2019
480731711,2000000,1.0,0.0,920000,63,1,4,2,2019
480733912,2500000,2.0,788000.0,1080000,63,1,2,2,2019
480740413,300000,0.0,0.0,245000,63,1,3,2,2019
480752911,150000,0.0,0.0,30000,66,1,2,5,2019
480758812,500000,0.0,0.0,110000,68,1,4,2,2019
480759911,1900000,0.0,0.0,1540000,68,1,3,4,2019
480760211,600000,0.0,0.0,225000,68,1,4,3,2019
480777712,800000,0.0,0.0,250000,70,1,3,4,2019
480785611,6200000,0.0,0.0,5060000,70,1,3,5,2019
480790211,300000,0.0,0.0,245000,73,1,3,5,2019
480794811,600000,1.0,0.0,260000,73,1,4,2,2019
480796711,3080000,0.0,0.0,2300000,73,1,3,5,2019
480806612,1680000,0.0,0.0,1109000,76,1,4,3,2019
480809413,3000000,0.0,0.0,2440000,76,1,3,5,2019
480821811,7500000,0.0,0.0,5062500,88,1,3,5,2019
480822511,3900000,1.0,0.0,2820000,88,1,3,3,2019
480823112,1300000,0.0,0.0,1260000,88,1,4,5,2019
480879115,450000,0.0,0.0,50000,23,1,4,5,2019
480889911,1500000,0.0,0.0,40000,50,1,3,4,2019
480892513,800000,0.0,80000.0,60000,50,1,3,1,2019
480892711,1500000,0.0,0.0,890000,50,1,3,2,2019
480901512,800000,1.0,0.0,650000,54,1,4,4,2019
480925211,680000,0.0,0.0,500000,73,1,3,5,2019
480925911,4000000,0.0,0.0,3285000,73,1,3,5,2019
480927711,150000,0.0,0.0,14400,76,1,4,4,2019
480946613,18000000,0.0,0.0,12000000,8,1,3,5,2019
480961711,4000000,0.0,0.0,3206000,17,1,3,5,2019
480984011,300000,0.0,0.0,115000,41,1,4,5,2019
480984811,600000,0.0,0.0,60000,44,1,3,5,2019
480990014,1200000,3.0,0.0,310000,47,1,2,1,2019
480993212,1000000,0.0,0.0,840000,47,1,3,5,2019
480995711,500000,0.0,0.0,170000,47,1,3,5,2019
481001911,1600000,0.0,0.0,680000,50,1,4,2,2019
481004511,1350000,0.0,93000.0,720000,50,1,4,2,2019
481007612,720000,0.0,0.0,320000,52,1,2,4,2019
481007811,500000,1.0,0.0,200000,52,1,4,2,2019
481011913,6000000,1.0,150000.0,5250000,54,1,3,4,2019
481012511,720000,0.0,0.0,175000,54,1,3,4,2019
481015712,570000,0.0,0.0,246200,54,1,3,4,2019
481019111,1680000,0.0,0.0,469000,63,1,4,2,2019
481023511,5000000,1.0,0.0,3000000,63,1,3,5,2019
481026811,1200000,0.0,0.0,620000,66,1,3,5,2019
481040512,980000,0.0,0.0,700000,73,1,3,5,2019
481064011,3770000,0.0,0.0,2860000,8,1,3,4,2019
481065011,4500000,0.0,0.0,2500000,8,1,3,5,2019
481067511,4200000,1.0,0.0,2350000,8,1,4,4,2019
481074511,600000,0.0,0.0,330000,8,1,4,2,2019
481075611,900000,0.0,0.0,698000,8,1,3,5,2019
481079113,2000000,0.0,0.0,740000,11,1,3,5,2019
481084011,2000000,0.0,0.0,800000,11,1,3,3,2019
481102813,900000,0.0,0.0,170000,13,1,4,4,2019
481116711,550000,0.0,0.0,330000,18,1,3,5,2019
481117312,800000,0.0,0.0,762000,18,1,4,4,2019
481119911,450000,0.0,0.0,337000,18,1,4,5,2019
481127911,850000,0.0,0.0,391000,19,1,3,4,2019
481130112,4500000,1.0,0.0,1500000,19,1,4,2,2019
481136211,450000,0.0,0.0,80000,20,1,4,5,2019
481144012,1300000,0.0,0.0,375000,23,1,4,2,2019
481148212,25000000,0.0,0.0,22600000,23,1,3,5,2019
481149112,2200000,1.0,0.0,1820000,23,1,4,5,2019
481174911,21000000,4.0,1903000.0,15515000,44,1,4,5,2019
481181311,2500000,2.0,0.0,1810000,44,1,2,4,2019
481184211,6600000,0.0,32000.0,4500000,47,1,3,5,2019
481191111,600000,0.0,0.0,140000,50,1,4,3,2019
481217011,300000,0.0,0.0,170000,68,1,3,3,2019
481221615,1300000,0.0,0.0,200000,70,1,4,1,2019
481224511,2500000,1.0,0.0,1830000,70,1,4,5,2019
481286811,1200000,0.0,0.0,210000,13,1,3,5,2019
481305711,800000,0.0,0.0,350000,23,1,3,5,2019
481311211,1800000,0.0,0.0,830000,44,1,3,2,2019
481313412,2112000,1.0,0.0,1245000,47,1,4,1,2019
481319911,600000,0.0,0.0,415000,50,1,4,2,2019
481331211,1900000,0.0,0.0,1100000,66,1,3,5,2019
481339112,1400000,0.0,0.0,950000,70,1,3,5,2019
481357813,300000,0.0,0.0,16000,5,1,3,5,2019
481369211,500000,2.0,0.0,206800,15,1,4,5,2019
481383111,920000,1.0,0.0,905000,19,1,4,5,2019
481385212,640000,0.0,0.0,280000,19,1,4,5,2019
481389811,6400000,0.0,0.0,5600000,23,1,3,4,2019
481390011,5500000,1.0,480000.0,4949000,23,1,4,5,2019
481397611,1400000,0.0,0.0,840000,47,1,3,2,2019
481411811,1200000,0.0,0.0,905000,50,1,4,5,2019
481415714,480000,0.0,0.0,0,52,1,3,5,2019
481420411,500000,1.0,0.0,480000,54,1,4,4,2019
481424012,520000,0.0,0.0,480000,54,1,3,2,2019
481424512,3000000,0.0,0.0,2390000,54,1,4,3,2019
481435211,400000,0.0,0.0,30000,66,1,2,5,2019
481442917,380000,0.0,0.0,135000,68,1,4,4,2019
481448511,1400000,1.0,0.0,1128000,73,1,4,1,2019
481452321,1100000,1.0,0.0,799000,76,1,4,4,2019
481467616,2000000,0.0,0.0,1500000,5,1,3,2,2019
481467615,7500000,0.0,0.0,2150000,5,1,3,5,2019
481471011,1300000,0.0,0.0,600000,5,1,3,3,2019
481471211,400000,0.0,0.0,280000,5,1,3,1,2019
481472211,35000,0.0,0.0,30000,5,1,4,2,2019
481472411,90000,0.0,0.0,28000,5,1,4,5,2019
481478311,900000,0.0,0.0,600000,8,1,4,5,2019
4814809112,700000,0.0,0.0,287000,8,1,4,5,2019
481480917,1490000,0.0,0.0,905000,8,1,3,5,2019
481485411,1800000,0.0,0.0,1000000,8,1,3,2,2019
481486211,920000,0.0,0.0,570000,8,1,4,1,2019
481499912,1000000,0.0,0.0,480000,11,1,4,4,2019
481500911,500000,0.0,97000.0,370000,11,1,3,5,2019
481524811,750000,0.0,0.0,250000,15,1,3,2,2019
481528112,390000,0.0,0.0,0,17,1,4,3,2019
481528617,1200000,0.0,0.0,700000,17,1,3,5,2019
481550111,3900000,0.0,0.0,3172000,20,1,3,3,2019
481560621,500000,0.0,0.0,20000,23,1,4,5,2019
481567811,4400000,0.0,0.0,3000000,23,1,3,4,2019
481580611,2500000,0.0,0.0,2100000,41,1,3,5,2019
481582911,2300000,0.0,0.0,1570000,41,1,4,2,2019
481599215,250000,0.0,0.0,166000,44,1,3,2,2019
481616612,450000,1.0,0.0,110000,54,1,3,1,2019
481620414,200000,0.0,0.0,150000,54,1,4,1,2019
481630111,650000,0.0,0.0,190000,66,1,4,5,2019
481636012,1500000,0.0,0.0,1260000,70,1,3,5,2019
481639112,980000,0.0,0.0,0,70,1,4,5,2019
481640912,500000,0.0,0.0,280000,70,1,4,5,2019
481647411,3100000,0.0,0.0,2450000,70,1,4,2,2019
481647712,500000,0.0,0.0,395000,70,1,2,2,2019
481689311,450000,0.0,0.0,332000,5,0,3,2,2019
481693711,2000000,0.0,0.0,670000,5,0,3,2,2019
481744711,400000,0.0,0.0,0,5,1,4,5,2019
481759111,6000000,0.0,0.0,5527000,17,1,3,2,2019
481761013,1215385,0.0,0.0,350000,19,1,3,4,2019
481761012,650000,0.0,0.0,135000,19,1,4,2,2019
481763311,140000,0.0,0.0,60000,19,1,4,2,2019
481773412,12000000,0.0,0.0,6140000,47,1,3,5,2019
481776011,7700000,2.0,1300000.0,4620000,50,1,4,2,2019
481783312,47000000,2.0,600000.0,45030000,54,1,3,3,2019
481784711,6388000,0.0,236100.0,5736000,63,1,4,4,2019
481797631,700000,0.0,0.0,686000,68,1,4,2,2019
481798712,2400000,0.0,0.0,1335000,68,1,4,2,2019
481810211,40000000,3.0,2520000.0,25740000,88,1,4,3,2019
481833921,250000,0.0,0.0,218000,73,0,3,5,2019
481851912,720000,1.0,0.0,380000,13,0,4,1,2019
481861112,45000,0.0,0.0,30000,5,1,3,2,2019
481862413,2054761,0.0,400000.0,965000,5,1,4,4,2019
481868312,6100000,0.0,0.0,5422000,8,1,3,5,2019
481871611,4200000,0.0,0.0,2010000,13,1,3,5,2019
481875611,4000000,0.0,0.0,2550000,15,1,3,5,2019
481875612,2000000,0.0,0.0,1620000,15,1,3,5,2019
481877114,450000,1.0,60000.0,174800,15,1,4,4,2019
481888011,1100000,0.0,0.0,675000,19,1,3,2,2019
481888611,800000,0.0,0.0,263000,19,1,4,1,2019
481891612,2000000,0.0,0.0,1470000,20,1,4,4,2019
481893811,900000,0.0,0.0,550000,23,1,2,4,2019
481908412,1650000,1.0,0.0,1220000,50,1,2,1,2019
481938411,500000,0.0,0.0,250000,66,1,4,1,2019
481943911,3000000,0.0,0.0,0,68,1,3,1,2019
481947311,9000000,0.0,90000.0,3342000,73,1,3,5,2019
481949111,4400000,0.0,0.0,2690000,73,1,4,1,2019
481951111,2300000,1.0,0.0,1295000,73,1,4,2,2019
481956112,1800000,0.0,0.0,1070000,76,1,4,3,2019
481956314,1700000,0.0,0.0,850000,88,1,3,5,2019
482054711,780000,0.0,0.0,622000,19,0,4,4,2019
482054911,4200000,1.0,180000.0,3240000,19,0,3,5,2019
482055811,2600000,0.0,0.0,2025000,19,0,3,5,2019
482063012,1480000,0.0,0.0,1206800,19,0,3,5,2019
482087311,500000,1.0,0.0,340000,27,0,3,1,2019
482091111,500000,0.0,0.0,210000,27,0,4,2,2019
482094814,1500000,0.0,0.0,400000,68,0,4,2,2019
482136711,2100000,0.0,0.0,1327000,18,0,4,4,2019
482149112,1500000,0.0,0.0,730000,19,0,3,5,2019
482169717,3000000,0.0,0.0,1750000,8,1,3,5,2019
482172211,6000000,0.0,0.0,3800000,8,1,4,2,2019
